event_id,session_id,user_id,event_time,event_name,page_name
EVT000366,SES00105,USER0030,2025-04-01 12:45:43,view_pricing,/blog
EVT000367,SES00105,USER0030,2025-04-01 12:48:43,signup_started,/blog
EVT000368,SES00105,USER0030,2025-04-01 12:53:43,signup_completed,/blog
EVT000369,SES00105,USER0030,2025-04-01 12:52:43,activation_completed,/blog
EVT000370,SES00106,USER0030,2025-04-22 10:49:16,page_view,/features
EVT000371,SES00106,USER0030,2025-04-22 10:51:16,view_pricing,/features
EVT000372,SES00106,USER0030,2025-04-22 10:59:16,signup_started,/features
EVT000373,SES00106,USER0030,2025-04-22 11:04:16,signup_completed,/features
EVT000374,SES00106,USER0030,2025-04-22 11:01:16,activation_completed,/features
EVT000375,SES00106,USER0030,2025-04-22 10:54:16,purchase_completed,/features
EVT000376,SES00107,USER0030,2025-04-10 21:48:02,page_view,/home
EVT000377,SES00107,USER0030,2025-04-10 21:52:02,view_pricing,/home
EVT000378,SES00107,USER0030,2025-04-10 21:54:02,signup_started,/home
EVT000379,SES00107,USER0030,2025-04-10 21:51:02,signup_completed,/home
EVT000380,SES00107,USER0030,2025-04-10 22:04:02,activation_completed,/home
EVT000381,SES00107,USER0030,2025-04-10 21:53:02,purchase_completed,/home
EVT000382,SES00108,USER0030,2025-04-28 13:11:51,page_view,/signup
EVT000383,SES00108,USER0030,2025-04-28 13:15:51,signup_started,/signup
EVT000384,SES00108,USER0030,2025-04-28 13:21:51,signup_completed,/signup
EVT000385,SES00108,USER0030,2025-04-28 13:14:51,purchase_completed,/signup
EVT000386,SES00109,USER0031,2024-08-25 19:53:41,page_view,/pricing
EVT000387,SES00109,USER0031,2024-08-25 19:54:41,view_pricing,/pricing
EVT000388,SES00109,USER0031,2024-08-25 19:57:41,signup_started,/pricing
EVT000389,SES00109,USER0031,2024-08-25 20:05:41,signup_completed,/pricing
EVT000390,SES00109,USER0031,2024-08-25 20:09:41,activation_completed,/pricing
EVT000391,SES00110,USER0031,2024-09-07 17:49:37,page_view,/signup
EVT000392,SES00110,USER0031,2024-09-07 17:52:37,signup_started,/signup
EVT000393,SES00110,USER0031,2024-09-07 17:55:37,signup_completed,/signup
EVT000394,SES00110,USER0031,2024-09-07 17:55:37,activation_completed,/signup
EVT000395,SES00111,USER0031,2024-08-28 09:31:28,page_view,/features
EVT000396,SES00111,USER0031,2024-08-28 09:35:28,view_pricing,/features
EVT000397,SES00111,USER0031,2024-08-28 09:33:28,signup_started,/features
EVT000398,SES00111,USER0031,2024-08-28 09:34:28,signup_completed,/features
EVT000399,SES00111,USER0031,2024-08-28 09:43:28,activation_completed,/features
EVT000400,SES00112,USER0032,2024-04-16 08:29:58,page_view,/signup
EVT000401,SES00112,USER0032,2024-04-16 08:33:58,view_pricing,/signup
EVT000402,SES00112,USER0032,2024-04-16 08:31:58,signup_started,/signup
EVT000403,SES00112,USER0032,2024-04-16 08:38:58,signup_completed,/signup
EVT000404,SES00112,USER0032,2024-04-16 08:33:58,activation_completed,/signup
EVT000405,SES00113,USER0032,2024-04-04 18:12:02,page_view,/signup
EVT000406,SES00113,USER0032,2024-04-04 18:15:02,view_pricing,/signup
EVT000407,SES00113,USER0032,2024-04-04 18:18:02,signup_started,/signup
EVT000408,SES00113,USER0032,2024-04-04 18:21:02,signup_completed,/signup
EVT000409,SES00113,USER0032,2024-04-04 18:28:02,activation_completed,/signup
EVT000410,SES00114,USER0032,2024-04-01 20:22:43,page_view,/home
EVT000411,SES00114,USER0032,2024-04-01 20:27:43,signup_started,/home
EVT000412,SES00114,USER0032,2024-04-01 20:30:43,signup_completed,/home
EVT000413,SES00114,USER0032,2024-04-01 20:31:43,activation_completed,/home
EVT000414,SES00115,USER0032,2024-03-27 19:55:42,page_view,/pricing
EVT000415,SES00115,USER0032,2024-03-27 19:58:42,view_pricing,/pricing
EVT000416,SES00115,USER0032,2024-03-27 20:03:42,signup_started,/pricing
EVT000417,SES00115,USER0032,2024-03-27 20:01:42,signup_completed,/pricing
EVT000418,SES00115,USER0032,2024-03-27 20:15:42,activation_completed,/pricing
EVT000419,SES00116,USER0032,2024-04-10 09:20:35,page_view,/signup
EVT000420,SES00116,USER0032,2024-04-10 09:21:35,signup_started,/signup
EVT000421,SES00116,USER0032,2024-04-10 09:28:35,signup_completed,/signup
EVT000422,SES00116,USER0032,2024-04-10 09:35:35,activation_completed,/signup
EVT000423,SES00117,USER0032,2024-03-30 08:24:19,page_view,/pricing
EVT000424,SES00117,USER0032,2024-03-30 08:26:19,view_pricing,/pricing
EVT000425,SES00117,USER0032,2024-03-30 08:26:19,signup_started,/pricing
EVT000426,SES00117,USER0032,2024-03-30 08:33:19,signup_completed,/pricing
EVT000427,SES00117,USER0032,2024-03-30 08:28:19,activation_completed,/pricing
EVT000428,SES00118,USER0033,2025-08-01 19:50:39,page_view,/signup
EVT000429,SES00118,USER0033,2025-08-01 19:55:39,view_pricing,/signup
EVT000430,SES00118,USER0033,2025-08-01 19:56:39,signup_started,/signup
EVT000431,SES00118,USER0033,2025-08-01 20:02:39,signup_completed,/signup
EVT000432,SES00118,USER0033,2025-08-01 19:58:39,activation_completed,/signup
EVT000433,SES00118,USER0033,2025-08-01 20:15:39,purchase_completed,/signup
EVT000434,SES00119,USER0033,2025-07-13 12:52:50,page_view,/pricing
EVT000435,SES00119,USER0033,2025-07-13 12:56:50,view_pricing,/pricing
EVT000436,SES00119,USER0033,2025-07-13 13:02:50,purchase_completed,/pricing
EVT000437,SES00120,USER0034,2024-08-21 09:46:54,page_view,/home
EVT000438,SES00120,USER0034,2024-08-21 09:50:54,view_pricing,/home
EVT000439,SES00120,USER0034,2024-08-21 09:56:54,signup_started,/home
EVT000440,SES00120,USER0034,2024-08-21 09:52:54,signup_completed,/home
EVT000441,SES00121,USER0034,2024-08-18 14:06:58,page_view,/blog
EVT000442,SES00122,USER0034,2024-07-24 14:33:23,page_view,/blog
EVT000443,SES00122,USER0034,2024-07-24 14:36:23,signup_started,/blog
EVT000444,SES00122,USER0034,2024-07-24 14:35:23,signup_completed,/blog
EVT000445,SES00123,USER0034,2024-08-18 19:42:21,page_view,/pricing
EVT000446,SES00123,USER0034,2024-08-18 19:44:21,view_pricing,/pricing
EVT000447,SES00124,USER0034,2024-08-16 19:31:28,page_view,/home
EVT000448,SES00124,USER0034,2024-08-16 19:36:28,view_pricing,/home
EVT000449,SES00124,USER0034,2024-08-16 19:41:28,signup_started,/home
EVT000450,SES00124,USER0034,2024-08-16 19:46:28,signup_completed,/home
EVT000451,SES00125,USER0035,2024-04-26 21:58:31,page_view,/demo
EVT000452,SES00125,USER0035,2024-04-26 22:01:31,view_pricing,/demo
EVT000453,SES00125,USER0035,2024-04-26 22:06:31,signup_started,/demo
EVT000454,SES00125,USER0035,2024-04-26 22:01:31,signup_completed,/demo
EVT000455,SES00125,USER0035,2024-04-26 22:18:31,activation_completed,/demo
EVT000456,SES00126,USER0036,2024-10-03 16:35:32,page_view,/demo
EVT000457,SES00126,USER0036,2024-10-03 16:39:32,view_pricing,/demo
EVT000458,SES00127,USER0037,2024-09-20 08:23:34,page_view,/signup
EVT000459,SES00127,USER0037,2024-09-20 08:25:34,view_pricing,/signup
EVT000460,SES00127,USER0037,2024-09-20 08:27:34,signup_started,/signup
EVT000461,SES00127,USER0037,2024-09-20 08:26:34,signup_completed,/signup
EVT000462,SES00127,USER0037,2024-09-20 08:39:34,activation_completed,/signup
EVT000463,SES00128,USER0037,2024-09-17 12:13:02,page_view,/home
EVT000464,SES00128,USER0037,2024-09-17 12:17:02,view_pricing,/home
EVT000465,SES00128,USER0037,2024-09-17 12:19:02,signup_started,/home
EVT000466,SES00128,USER0037,2024-09-17 12:16:02,signup_completed,/home
EVT000467,SES00128,USER0037,2024-09-17 12:21:02,activation_completed,/home
EVT000468,SES00129,USER0037,2024-09-25 13:56:49,page_view,/signup
EVT000469,SES00129,USER0037,2024-09-25 14:00:49,view_pricing,/signup
EVT000470,SES00129,USER0037,2024-09-25 14:04:49,signup_started,/signup
EVT000471,SES00129,USER0037,2024-09-25 14:05:49,signup_completed,/signup
EVT000472,SES00129,USER0037,2024-09-25 14:04:49,activation_completed,/signup
EVT000473,SES00130,USER0038,2025-12-22 09:28:38,page_view,/demo
EVT000474,SES00130,USER0038,2025-12-22 09:29:38,view_pricing,/demo
EVT000475,SES00131,USER0038,2025-12-19 18:19:19,page_view,/demo
EVT000476,SES00131,USER0038,2025-12-19 18:23:19,view_pricing,/demo
EVT000477,SES00132,USER0038,2025-12-20 15:03:46,page_view,/demo
EVT000478,SES00133,USER0038,2025-12-29 20:04:04,page_view,/features
EVT000479,SES00133,USER0038,2025-12-29 20:05:04,view_pricing,/features
EVT000480,SES00134,USER0038,2025-12-13 21:39:43,page_view,/home
EVT000481,SES00134,USER0038,2025-12-13 21:42:43,view_pricing,/home
EVT000482,SES00135,USER0038,2025-12-20 14:37:02,page_view,/pricing
EVT000483,SES00135,USER0038,2025-12-20 14:40:02,view_pricing,/pricing
EVT000484,SES00136,USER0039,2025-03-30 19:12:31,page_view,/blog
EVT000485,SES00136,USER0039,2025-03-30 19:17:31,signup_started,/blog
EVT000486,SES00136,USER0039,2025-03-30 19:18:31,signup_completed,/blog
EVT000487,SES00136,USER0039,2025-03-30 19:24:31,activation_completed,/blog
EVT000488,SES00136,USER0039,2025-03-30 19:20:31,purchase_completed,/blog
EVT000489,SES00137,USER0040,2025-04-28 13:46:04,page_view,/demo
EVT000490,SES00137,USER0040,2025-04-28 13:48:04,view_pricing,/demo
EVT000491,SES00138,USER0040,2025-04-29 20:00:44,page_view,/features
EVT000492,SES00138,USER0040,2025-04-29 20:02:44,view_pricing,/features
EVT000493,SES00139,USER0040,2025-05-02 10:16:50,page_view,/home
EVT000494,SES00139,USER0040,2025-05-02 10:19:50,view_pricing,/home
EVT000495,SES00140,USER0041,2025-05-08 16:27:49,page_view,/demo
EVT000496,SES00140,USER0041,2025-05-08 16:31:49,view_pricing,/demo
EVT000497,SES00140,USER0041,2025-05-08 16:37:49,activation_completed,/demo
EVT000498,SES00141,USER0041,2025-05-04 10:57:53,page_view,/signup
EVT000499,SES00141,USER0041,2025-05-04 10:58:53,view_pricing,/signup
EVT000500,SES00141,USER0041,2025-05-04 10:59:53,signup_started,/signup
EVT000501,SES00141,USER0041,2025-05-04 11:12:53,signup_completed,/signup
EVT000502,SES00141,USER0041,2025-05-04 11:05:53,activation_completed,/signup
EVT000503,SES00142,USER0041,2025-05-02 10:11:20,page_view,/features
EVT000504,SES00142,USER0041,2025-05-02 10:14:20,signup_started,/features
EVT000505,SES00142,USER0041,2025-05-02 10:15:20,signup_completed,/features
EVT000506,SES00142,USER0041,2025-05-02 10:26:20,activation_completed,/features
EVT000507,SES00143,USER0041,2025-05-01 10:41:19,page_view,/home
EVT000508,SES00143,USER0041,2025-05-01 10:43:19,view_pricing,/home
EVT000509,SES00143,USER0041,2025-05-01 10:51:19,signup_started,/home
EVT000510,SES00143,USER0041,2025-05-01 10:56:19,signup_completed,/home
EVT000511,SES00144,USER0041,2025-05-03 22:00:36,page_view,/home
EVT000512,SES00144,USER0041,2025-05-03 22:02:36,view_pricing,/home
EVT000513,SES00144,USER0041,2025-05-03 22:10:36,activation_completed,/home
EVT000514,SES00145,USER0041,2025-05-06 17:41:01,page_view,/signup
EVT000515,SES00145,USER0041,2025-05-06 17:45:01,view_pricing,/signup
EVT000516,SES00145,USER0041,2025-05-06 17:47:01,signup_started,/signup
EVT000517,SES00145,USER0041,2025-05-06 17:53:01,signup_completed,/signup
EVT000518,SES00145,USER0041,2025-05-06 17:45:01,activation_completed,/signup
EVT000519,SES00146,USER0042,2024-03-25 21:23:25,page_view,/features
EVT000520,SES00146,USER0042,2024-03-25 21:26:25,view_pricing,/features
EVT000521,SES00146,USER0042,2024-03-25 21:31:25,signup_started,/features
EVT000522,SES00146,USER0042,2024-03-25 21:29:25,signup_completed,/features
EVT000523,SES00146,USER0042,2024-03-25 21:31:25,activation_completed,/features
EVT000524,SES00147,USER0042,2024-03-05 08:19:24,page_view,/pricing
EVT000525,SES00148,USER0042,2024-03-25 13:13:48,page_view,/blog
EVT000526,SES00148,USER0042,2024-03-25 13:14:48,signup_started,/blog
EVT000527,SES00148,USER0042,2024-03-25 13:15:48,signup_completed,/blog
EVT000528,SES00149,USER0043,2025-06-22 15:19:34,page_view,/home
EVT000529,SES00149,USER0043,2025-06-22 15:22:34,view_pricing,/home
EVT000530,SES00149,USER0043,2025-06-22 15:21:34,activation_completed,/home
EVT000531,SES00150,USER0043,2025-06-13 08:37:35,page_view,/features
EVT000532,SES00150,USER0043,2025-06-13 08:40:35,view_pricing,/features
EVT000533,SES00150,USER0043,2025-06-13 08:47:35,signup_started,/features
EVT000534,SES00150,USER0043,2025-06-13 08:52:35,signup_completed,/features
EVT000535,SES00150,USER0043,2025-06-13 08:41:35,activation_completed,/features
EVT000536,SES00151,USER0043,2025-06-05 09:26:23,page_view,/demo
EVT000537,SES00151,USER0043,2025-06-05 09:30:23,signup_started,/demo
EVT000538,SES00151,USER0043,2025-06-05 09:36:23,signup_completed,/demo
EVT000539,SES00151,USER0043,2025-06-05 09:29:23,activation_completed,/demo
EVT000540,SES00152,USER0043,2025-06-02 08:09:45,page_view,/blog
EVT000541,SES00152,USER0043,2025-06-02 08:12:45,view_pricing,/blog
EVT000542,SES00152,USER0043,2025-06-02 08:19:45,signup_started,/blog
EVT000543,SES00152,USER0043,2025-06-02 08:18:45,signup_completed,/blog
EVT000544,SES00153,USER0043,2025-06-06 14:40:47,page_view,/demo
EVT000545,SES00153,USER0043,2025-06-06 14:43:47,view_pricing,/demo
EVT000546,SES00153,USER0043,2025-06-06 14:48:47,signup_started,/demo
EVT000547,SES00153,USER0043,2025-06-06 14:43:47,signup_completed,/demo
EVT000548,SES00153,USER0043,2025-06-06 14:52:47,activation_completed,/demo
EVT000549,SES00154,USER0043,2025-06-11 18:08:26,page_view,/features
EVT000550,SES00154,USER0043,2025-06-11 18:13:26,signup_started,/features
EVT000551,SES00154,USER0043,2025-06-11 18:16:26,signup_completed,/features
EVT000552,SES00154,USER0043,2025-06-11 18:17:26,activation_completed,/features
EVT000553,SES00155,USER0044,2025-08-19 21:44:15,page_view,/demo
EVT000554,SES00155,USER0044,2025-08-19 21:48:15,signup_started,/demo
EVT000555,SES00155,USER0044,2025-08-19 21:48:15,signup_completed,/demo
EVT000556,SES00155,USER0044,2025-08-19 21:56:15,activation_completed,/demo
EVT000557,SES00156,USER0044,2025-09-06 11:27:32,page_view,/signup
EVT000558,SES00156,USER0044,2025-09-06 11:30:32,view_pricing,/signup
EVT000559,SES00156,USER0044,2025-09-06 11:35:32,signup_started,/signup
EVT000560,SES00156,USER0044,2025-09-06 11:42:32,signup_completed,/signup
EVT000561,SES00156,USER0044,2025-09-06 11:43:32,activation_completed,/signup
EVT000562,SES00157,USER0044,2025-08-25 10:30:58,page_view,/features
EVT000563,SES00157,USER0044,2025-08-25 10:35:58,view_pricing,/features
EVT000564,SES00157,USER0044,2025-08-25 10:38:58,signup_started,/features
EVT000565,SES00157,USER0044,2025-08-25 10:36:58,signup_completed,/features
EVT000566,SES00158,USER0044,2025-09-14 11:18:35,page_view,/pricing
EVT000567,SES00158,USER0044,2025-09-14 11:22:35,activation_completed,/pricing
EVT000568,SES00159,USER0045,2025-06-05 20:52:09,page_view,/home
EVT000569,SES00159,USER0045,2025-06-05 20:55:09,view_pricing,/home
EVT000570,SES00159,USER0045,2025-06-05 21:00:09,signup_started,/home
EVT000571,SES00159,USER0045,2025-06-05 20:58:09,signup_completed,/home
EVT000572,SES00159,USER0045,2025-06-05 21:00:09,activation_completed,/home
EVT000573,SES00160,USER0045,2025-06-01 16:18:59,page_view,/signup
EVT000574,SES00160,USER0045,2025-06-01 16:20:59,view_pricing,/signup
EVT000575,SES00160,USER0045,2025-06-01 16:20:59,signup_started,/signup
EVT000576,SES00160,USER0045,2025-06-01 16:33:59,signup_completed,/signup
EVT000577,SES00160,USER0045,2025-06-01 16:26:59,activation_completed,/signup
EVT000578,SES00161,USER0045,2025-05-26 11:04:06,page_view,/features
EVT000579,SES00161,USER0045,2025-05-26 11:09:06,view_pricing,/features
EVT000580,SES00161,USER0045,2025-05-26 11:08:06,signup_started,/features
EVT000581,SES00161,USER0045,2025-05-26 11:16:06,signup_completed,/features
EVT000582,SES00161,USER0045,2025-05-26 11:20:06,activation_completed,/features
EVT000583,SES00162,USER0046,2025-11-17 17:15:34,page_view,/pricing
EVT000584,SES00162,USER0046,2025-11-17 17:19:34,view_pricing,/pricing
EVT000585,SES00162,USER0046,2025-11-17 17:23:34,signup_started,/pricing
EVT000586,SES00162,USER0046,2025-11-17 17:21:34,signup_completed,/pricing
EVT000587,SES00163,USER0047,2024-11-01 15:42:34,page_view,/blog
EVT000588,SES00163,USER0047,2024-11-01 15:46:34,signup_started,/blog
EVT000589,SES00163,USER0047,2024-11-01 15:48:34,signup_completed,/blog
EVT000590,SES00164,USER0047,2024-10-29 20:08:21,page_view,/signup
EVT000591,SES00164,USER0047,2024-10-29 20:09:21,view_pricing,/signup
EVT000592,SES00164,USER0047,2024-10-29 20:14:21,signup_started,/signup
EVT000593,SES00164,USER0047,2024-10-29 20:17:21,signup_completed,/signup
EVT000594,SES00165,USER0047,2024-11-10 18:49:12,page_view,/demo
EVT000595,SES00166,USER0048,2024-12-11 22:16:00,page_view,/blog
EVT000596,SES00166,USER0048,2024-12-11 22:19:00,view_pricing,/blog
EVT000597,SES00167,USER0048,2024-12-10 17:47:36,page_view,/features
EVT000598,SES00167,USER0048,2024-12-10 17:48:36,view_pricing,/features
EVT000599,SES00168,USER0048,2024-12-22 09:30:19,page_view,/blog
EVT000600,SES00168,USER0048,2024-12-22 09:31:19,view_pricing,/blog
EVT000601,SES00169,USER0048,2024-12-21 22:19:23,page_view,/pricing
EVT000602,SES00170,USER0049,2024-06-30 18:53:13,page_view,/signup
EVT000603,SES00171,USER0049,2024-06-21 15:34:45,page_view,/home
EVT000604,SES00171,USER0049,2024-06-21 15:39:45,signup_started,/home
EVT000605,SES00171,USER0049,2024-06-21 15:38:45,signup_completed,/home
EVT000606,SES00172,USER0049,2024-06-23 16:10:10,page_view,/demo
EVT000607,SES00172,USER0049,2024-06-23 16:14:10,view_pricing,/demo
EVT000608,SES00172,USER0049,2024-06-23 16:12:10,signup_started,/demo
EVT000609,SES00172,USER0049,2024-06-23 16:25:10,signup_completed,/demo
EVT000610,SES00173,USER0049,2024-06-19 20:04:29,page_view,/demo
EVT000611,SES00173,USER0049,2024-06-19 20:08:29,view_pricing,/demo
EVT000612,SES00173,USER0049,2024-06-19 20:10:29,signup_started,/demo
EVT000613,SES00173,USER0049,2024-06-19 20:07:29,signup_completed,/demo
EVT000614,SES00174,USER0049,2024-06-17 12:53:00,page_view,/demo
EVT000615,SES00174,USER0049,2024-06-17 12:58:00,view_pricing,/demo
EVT000616,SES00174,USER0049,2024-06-17 12:55:00,signup_started,/demo
EVT000617,SES00174,USER0049,2024-06-17 12:56:00,signup_completed,/demo
EVT000618,SES00175,USER0050,2024-02-22 14:24:57,page_view,/blog
EVT000619,SES00176,USER0050,2024-02-14 09:44:42,page_view,/pricing
EVT000620,SES00176,USER0050,2024-02-14 09:45:42,view_pricing,/pricing
EVT000621,SES00177,USER0050,2024-02-07 16:26:33,page_view,/signup
EVT000622,SES00178,USER0050,2024-02-26 08:20:29,page_view,/blog
EVT000623,SES00178,USER0050,2024-02-26 08:22:29,view_pricing,/blog
EVT000624,SES00179,USER0050,2024-02-16 13:10:17,page_view,/signup
EVT000625,SES00180,USER0050,2024-02-27 18:27:39,page_view,/pricing
EVT000626,SES00180,USER0050,2024-02-27 18:32:39,view_pricing,/pricing
EVT000627,SES00181,USER0051,2024-02-18 11:35:13,page_view,/pricing
EVT000628,SES00181,USER0051,2024-02-18 11:37:13,view_pricing,/pricing
EVT000629,SES00182,USER0051,2024-03-01 22:47:36,page_view,/demo
EVT000630,SES00182,USER0051,2024-03-01 22:49:36,view_pricing,/demo
EVT000631,SES00183,USER0051,2024-02-13 22:10:42,page_view,/pricing
EVT000632,SES00183,USER0051,2024-02-13 22:11:42,view_pricing,/pricing
EVT000633,SES00184,USER0051,2024-02-21 17:57:47,page_view,/signup
EVT000634,SES00184,USER0051,2024-02-21 18:01:47,view_pricing,/signup
EVT000635,SES00185,USER0052,2024-03-04 11:55:14,page_view,/signup
EVT000636,SES00185,USER0052,2024-03-04 12:00:14,view_pricing,/signup
EVT000637,SES00185,USER0052,2024-03-04 12:05:14,signup_started,/signup
EVT000638,SES00185,USER0052,2024-03-04 12:01:14,signup_completed,/signup
EVT000639,SES00185,USER0052,2024-03-04 12:11:14,activation_completed,/signup
EVT000640,SES00185,USER0052,2024-03-04 12:05:14,purchase_completed,/signup
EVT000641,SES00186,USER0052,2024-02-26 11:22:41,page_view,/blog
EVT000642,SES00186,USER0052,2024-02-26 11:26:41,signup_started,/blog
EVT000643,SES00186,USER0052,2024-02-26 11:32:41,signup_completed,/blog
EVT000644,SES00186,USER0052,2024-02-26 11:37:41,activation_completed,/blog
EVT000645,SES00186,USER0052,2024-02-26 11:26:41,purchase_completed,/blog
EVT000646,SES00187,USER0052,2024-03-16 09:13:51,page_view,/signup
EVT000647,SES00187,USER0052,2024-03-16 09:14:51,view_pricing,/signup
EVT000648,SES00187,USER0052,2024-03-16 09:17:51,signup_started,/signup
EVT000649,SES00187,USER0052,2024-03-16 09:19:51,signup_completed,/signup
EVT000650,SES00187,USER0052,2024-03-16 09:17:51,activation_completed,/signup
EVT000651,SES00188,USER0052,2024-03-12 20:31:58,page_view,/signup
EVT000652,SES00188,USER0052,2024-03-12 20:35:58,view_pricing,/signup
EVT000653,SES00188,USER0052,2024-03-12 20:39:58,signup_started,/signup
EVT000654,SES00188,USER0052,2024-03-12 20:46:58,signup_completed,/signup
EVT000655,SES00188,USER0052,2024-03-12 20:43:58,purchase_completed,/signup
EVT000656,SES00189,USER0052,2024-02-27 12:24:32,page_view,/blog
EVT000657,SES00189,USER0052,2024-02-27 12:27:32,view_pricing,/blog
EVT000658,SES00189,USER0052,2024-02-27 12:30:32,activation_completed,/blog
EVT000659,SES00190,USER0053,2024-08-24 11:25:36,page_view,/blog
EVT000660,SES00190,USER0053,2024-08-24 11:29:36,view_pricing,/blog
EVT000661,SES00190,USER0053,2024-08-24 11:33:36,activation_completed,/blog
EVT000662,SES00191,USER0053,2024-08-19 19:51:22,page_view,/pricing
EVT000663,SES00191,USER0053,2024-08-19 19:56:22,view_pricing,/pricing
EVT000664,SES00191,USER0053,2024-08-19 19:53:22,signup_started,/pricing
EVT000665,SES00191,USER0053,2024-08-19 19:54:22,signup_completed,/pricing
EVT000666,SES00191,USER0053,2024-08-19 19:55:22,purchase_completed,/pricing
EVT000667,SES00192,USER0054,2025-11-05 15:43:31,page_view,/home
EVT000668,SES00192,USER0054,2025-11-05 15:48:31,view_pricing,/home
EVT000669,SES00192,USER0054,2025-11-05 15:49:31,signup_started,/home
EVT000670,SES00192,USER0054,2025-11-05 15:46:31,signup_completed,/home
EVT000671,SES00192,USER0054,2025-11-05 16:03:31,activation_completed,/home
EVT000672,SES00193,USER0054,2025-11-02 19:44:27,page_view,/home
EVT000673,SES00193,USER0054,2025-11-02 19:49:27,signup_started,/home
EVT000674,SES00193,USER0054,2025-11-02 19:50:27,signup_completed,/home
EVT000675,SES00193,USER0054,2025-11-02 19:53:27,activation_completed,/home
EVT000676,SES00194,USER0054,2025-10-15 20:26:05,page_view,/blog
EVT000677,SES00194,USER0054,2025-10-15 20:27:05,view_pricing,/blog
EVT000678,SES00194,USER0054,2025-10-15 20:28:05,signup_started,/blog
EVT000679,SES00194,USER0054,2025-10-15 20:29:05,signup_completed,/blog
EVT000680,SES00194,USER0054,2025-10-15 20:42:05,activation_completed,/blog
EVT000681,SES00195,USER0054,2025-10-19 14:36:30,page_view,/signup
EVT000682,SES00195,USER0054,2025-10-19 14:39:30,view_pricing,/signup
EVT000683,SES00195,USER0054,2025-10-19 14:46:30,signup_started,/signup
EVT000684,SES00195,USER0054,2025-10-19 14:39:30,signup_completed,/signup
EVT000685,SES00195,USER0054,2025-10-19 14:56:30,activation_completed,/signup
EVT000686,SES00196,USER0054,2025-11-05 08:15:13,page_view,/blog
EVT000687,SES00196,USER0054,2025-11-05 08:20:13,view_pricing,/blog
EVT000688,SES00196,USER0054,2025-11-05 08:25:13,activation_completed,/blog
EVT000689,SES00197,USER0055,2024-02-07 20:53:45,page_view,/home
EVT000690,SES00197,USER0055,2024-02-07 20:55:45,view_pricing,/home
EVT000691,SES00198,USER0055,2024-02-21 21:55:24,page_view,/features
EVT000692,SES00198,USER0055,2024-02-21 21:56:24,view_pricing,/features
EVT000693,SES00199,USER0055,2024-02-19 19:23:03,page_view,/blog
EVT000694,SES00199,USER0055,2024-02-19 19:26:03,view_pricing,/blog
EVT000695,SES00200,USER0055,2024-02-22 20:40:38,page_view,/features
EVT000696,SES00200,USER0055,2024-02-22 20:44:38,view_pricing,/features
EVT000697,SES00201,USER0055,2024-02-18 11:23:35,page_view,/blog
EVT000698,SES00201,USER0055,2024-02-18 11:27:35,view_pricing,/blog
EVT000699,SES00202,USER0056,2024-04-01 19:25:20,page_view,/home
EVT000700,SES00202,USER0056,2024-04-01 19:26:20,view_pricing,/home
EVT000701,SES00202,USER0056,2024-04-01 19:29:20,activation_completed,/home
EVT000702,SES00203,USER0056,2024-03-30 10:28:28,page_view,/demo
EVT000703,SES00203,USER0056,2024-03-30 10:29:28,view_pricing,/demo
EVT000704,SES00203,USER0056,2024-03-30 10:38:28,signup_started,/demo
EVT000705,SES00203,USER0056,2024-03-30 10:43:28,signup_completed,/demo
EVT000706,SES00203,USER0056,2024-03-30 10:40:28,activation_completed,/demo
EVT000707,SES00204,USER0056,2024-04-24 14:01:18,page_view,/blog
EVT000708,SES00204,USER0056,2024-04-24 14:06:18,signup_started,/blog
EVT000709,SES00204,USER0056,2024-04-24 14:11:18,signup_completed,/blog
EVT000710,SES00204,USER0056,2024-04-24 14:07:18,activation_completed,/blog
EVT000711,SES00205,USER0056,2024-04-18 14:11:08,page_view,/features
EVT000712,SES00205,USER0056,2024-04-18 14:15:08,view_pricing,/features
EVT000713,SES00205,USER0056,2024-04-18 14:17:08,signup_started,/features
EVT000714,SES00205,USER0056,2024-04-18 14:23:08,signup_completed,/features
EVT000715,SES00205,USER0056,2024-04-18 14:15:08,activation_completed,/features
EVT000716,SES00206,USER0056,2024-04-08 12:16:46,page_view,/demo
EVT000717,SES00206,USER0056,2024-04-08 12:20:46,view_pricing,/demo
EVT000718,SES00206,USER0056,2024-04-08 12:22:46,signup_started,/demo
EVT000719,SES00206,USER0056,2024-04-08 12:31:46,signup_completed,/demo
EVT000720,SES00206,USER0056,2024-04-08 12:32:46,activation_completed,/demo
EVT000721,SES00207,USER0056,2024-04-22 21:22:28,page_view,/blog
EVT000722,SES00208,USER0057,2024-12-17 19:41:31,page_view,/pricing
EVT000723,SES00208,USER0057,2024-12-17 19:44:31,view_pricing,/pricing
EVT000724,SES00208,USER0057,2024-12-17 19:43:31,signup_started,/pricing
EVT000725,SES00208,USER0057,2024-12-17 19:56:31,signup_completed,/pricing
EVT000726,SES00209,USER0057,2024-11-30 17:35:11,page_view,/home
EVT000727,SES00209,USER0057,2024-11-30 17:39:11,signup_started,/home
EVT000728,SES00209,USER0057,2024-11-30 17:41:11,signup_completed,/home
EVT000729,SES00210,USER0057,2024-12-20 19:05:52,page_view,/signup
EVT000730,SES00210,USER0057,2024-12-20 19:08:52,view_pricing,/signup
EVT000731,SES00210,USER0057,2024-12-20 19:09:52,signup_started,/signup
